[-6.152914147758844, 0.057335467190106404, -0.6959238291357317, -0.043140246578647456, -0.3332640419831949]
[-5.987702463205399, 0.025271138759542344, -0.5760267004547297, -0.006308216847108916, -0.33648518983574793]
[-5.332606568559526, 0.10074719714051217, -0.48743350807754715, -0.01904333269227565, -0.2638233714335638]
[-5.846047690327613, 0.03475094146941926, -0.7109578969470016, -0.09628572900537291, -0.2890398715888214]
[-5.920607390987439, 0.01940889993939321, -0.6423098155245166, -0.023951539529394328, -0.2788324124470347]
[-5.459440561007858, 0.006679605988635484, -0.40663231994585436, 0.03965993738053952, -0.26609415609883214]
[-5.41040143104754, 0.028834306720821212, -0.2713204719065363, 0.08268161043009015, -0.247709473032518]
[-5.088282847622056, 0.09519065987674091, -0.23790145755804404, 0.03303676608534645, -0.18369631400986308]
[-5.478787140615711, 0.021183696128553864, -0.5863943577327464, -0.035567994315570894, -0.2728712912719615]
[-6.330221859244947, -0.11336953121222826, -0.7258742414243011, -0.08793443600122819, -0.3412902275552294]
[-6.036956840141838, 0.012830687535023144, -0.7500170184098847, -0.05943327842045698, -0.34492629256669405]
