[0.06780745091963747, 0.27709424199454347, -0.040881485014573116, -0.044844479916205104, 0.06860230149140434]
[0.10720520523970567, 0.28794385065434047, -0.06415170416287364, -0.02439861038535529, 0.09077561162621473]
[0.1146903897977064, 0.3497602834701252, -0.024255328137985588, -0.03945155430642844, 0.09402530509865048]
[-0.009172662647703556, 0.3561796967330273, -0.021360962512479764, -0.02488821205381586, 0.10257912859417617]
[0.08526643737297834, 0.25222748689946506, -0.054521440260201226, -0.0423336398365175, 0.08426785717689222]
[0.17598751406141677, 0.3051562071897911, 0.022990663775201647, -0.010802319150341688, 0.07925728372816732]
[-0.09088892983335128, 0.2568459307135491, -0.027746108934158187, -0.014184143000900873, 0.06583250260340912]
[0.008103320054198448, 0.23742076861746608, -0.044606136011827946, -0.040969400773874565, 0.10358136299663812]
[0.10036412855815335, 0.28959200258628004, -0.027044791348226127, -0.03831066935798644, 0.000413010516510659]
[-0.013489981364527504, 0.30695060846229216, -0.009348698381446807, -0.03168303907450043, 0.06249583881557752]
[0.12270798851742093, 0.24295673914914906, -0.011591636061520028, -0.04520629454917091, 0.08233739734805834]
